Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2
ERX1053661	2015-08-05 06:13:58	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976684	ERP009885	PRJEB8844	292175	ERS685261	SAMEA3307866	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652788	3957383							
ERX1053662	2015-08-05 06:13:58	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976685	ERP009885	PRJEB8844	292175	ERS685262	SAMEA3307867	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652789	3957384							
ERX1053663	2015-08-05 06:13:58	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976686	ERP009885	PRJEB8844	292175	ERS685263	SAMEA3307868	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652790	3957385							
ERX1053664	2015-08-05 06:13:58	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976687	ERP009885	PRJEB8844	292175	ERS685264	SAMEA3307869	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652791	3957386							
ERX1053665	2015-08-05 06:13:59	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976688	ERP009885	PRJEB8844	292175	ERS685265	SAMEA3307870	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652792	3957387							
ERX1053666	2015-08-05 06:13:59	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976689	ERP009885	PRJEB8844	292175	ERS685266	SAMEA3307871	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652793	3957388							
ERX1053667	2015-08-05 06:13:59	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976690	ERP009885	PRJEB8844	292175	ERS685267	SAMEA3307872	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652794	3957389							
ERX1053668	2015-08-05 06:13:59	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976691	ERP009885	PRJEB8844	292175	ERS685268	SAMEA3307873	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652795	3957390							
ERX1053669	2015-08-05 06:14:00	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976692	ERP009885	PRJEB8844	292175	ERS685269	SAMEA3307874	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652796	3957391							
ERX1053670	2015-08-05 06:14:00	470	Acinetobacter baumannii	470	1236	470	Acinetobacter baumannii	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR976693	ERP009885	PRJEB8844	292175	ERS685270	SAMEA3307875	ERA462810	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE WELLCOME TRUST SANGER INSTITUTE	550	0	1652797	3957392							
