Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project_name,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,,,notes
SRX1464764,3/30/16 17:09,1116234,Acinetobacter baumannii AB5075,470,1236,1116234,Acinetobacter baumannii,SINGLE,ION_TORRENT,Ion Torrent PGM,SRR2975437,SRP067003,PRJNA305130,305130,SRS1191568,SAMN04317117,SRA314992,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2069545,4317117,GSE75708,GSM1964577,28348845,,wild-type,,,,,,,,,,,,,,,,,,,,,,,
SRX1928979,9/29/16 16:56,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 4000,SRR3841871,SRP078280,PRJNA328520,328520,SRS1555256,SAMN05374963,SRA439454,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2779465,GSE84282,GSM2230766,27681618,5374963,,,,,,"penicillin-binding protein inhibits selection of colistin-resistant, lipooligosaccharide-deficient Acinetobacter baumannii.",NONE,AB5075 LOS-,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,
SRX2568047,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263925,SRP100071,PRJNA375077,375077,SRS1984420,SAMN06342413,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710439,6342413,,,,AB5075-UW,,,,,,,,,,,,,,,,,,,,,,,,
SRX2568048,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263926,SRP100071,PRJNA375077,375077,SRS1984422,SAMN06342412,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710440,6342412,,,,AB5075-UW,,,,,,,,,,,,,,,,,,,,,,,,
SRX2568049,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263927,SRP100071,PRJNA375077,375077,SRS1984423,SAMN06342411,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710441,6342411,,,,AB5075-UW,,,,,,,,,,,,,,,,,,,,,,,,
SRX2568050,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263928,SRP100071,PRJNA375077,375077,SRS1984421,SAMN06342410,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710442,6342410,,,,AB5075-UW,,,,,,,,,,,,,,,,,,,,,,,,
SRX2568051,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263929,SRP100071,PRJNA375077,375077,SRS1984424,SAMN06342409,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710443,,,28264991,6342409,AB5075-UW,,,,,GigA and GigB Are Master Regulators,Exp,AB5075-UW del_gigB,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,
SRX2568052,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263930,SRP100071,PRJNA375077,375077,SRS1984426,SAMN06342408,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710444,6342408,,,,AB5075-UW,,,,,,,,,,,,,,,,,,,,,,,,
SRX2568053,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263931,SRP100071,PRJNA375077,375077,SRS1984425,SAMN06342407,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710445,,,28264991,6342407,AB5075-UW,,,,,GigA and GigB Are Master Regulators,Kan,AB5075-UW del_gigA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,
SRX2568054,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263932,SRP100071,PRJNA375077,375077,SRS1984427,SAMN06342406,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITY OF CHICAGO,0,0,3710446,6342406,,,,AB5075-UW,,,,,,,,,,,,,,,,,,,,,,,,
